"betweenness","colMeans..t..","degree","eigen","id","membership","name","Node_Category","selected","shared name"
"12041.77","0.00108522","14.0","9.13926E-8","ASV0129","3.0","ASV0129","Shared","false","ASV0129"
"0.0","0.001067526","2.0","2.036174E-18","ASV0130","36.0","ASV0130","Shared","false","ASV0130"
"0.0","0.00119862","1.0","7.43799E-15","ASV0131","4.0","ASV0131","Other","false","ASV0131"
"2.779218","0.001002824","5.0","1.030061E-8","ASV0132","3.0","ASV0132","Shared","false","ASV0132"
"168.1968","0.001159868","21.0","4.056014E-8","ASV0134","3.0","ASV0134","Core","false","ASV0134"
"2132.0","9.655887E-4","3.0","1.296862E-6","ASV0135","3.0","ASV0135","Core","false","ASV0135"
"0.0","9.752914E-4","2.0","1.748949E-8","ASV0137","33.0","ASV0137","Other","false","ASV0137"
"18764.93","0.001513234","8.0","4.238092E-12","ASV0138","7.0","ASV0138","Other","false","ASV0138"
"0.0","9.495421E-4","1.0","3.684358E-10","ASV0139","3.0","ASV0139","Shared","false","ASV0139"
"30853.29","0.001019491","27.0","2.213772E-4","ASV0140","3.0","ASV0140","Other","false","ASV0140"
"37292.58","0.001015007","32.0","4.361873E-7","ASV0142","3.0","ASV0142","Core","false","ASV0142"
"6390.0","0.001165576","3.0","7.370263E-9","ASV0143","9.0","ASV0143","Core","false","ASV0143"
"6167.889","0.001095813","13.0","1.135715E-13","ASV0144","7.0","ASV0144","Shared","false","ASV0144"
"1156.587","0.001096324","23.0","4.389632E-8","ASV0145","3.0","ASV0145","Core","false","ASV0145"
"0.0","0.001140344","2.0","1.988993E-15","ASV0146","24.0","ASV0146","Shared","false","ASV0146"
"16418.67","9.949208E-4","30.0","3.067667E-7","ASV0147","3.0","ASV0147","Core","false","ASV0147"
"0.0","0.001091532","2.0","2.631836E-18","ASV0150","44.0","ASV0150","Shared","false","ASV0150"
"15428.65","9.03494E-4","17.0","1.855659E-8","ASV0152","3.0","ASV0152","Shared","false","ASV0152"
"12129.47","9.217095E-4","2.0","1.623871E-11","ASV0153","7.0","ASV0153","Shared","false","ASV0153"
"5028.625","8.595488E-4","21.0","1.586183E-7","ASV0155","3.0","ASV0155","Shared","false","ASV0155"
"8142.853","0.001375219","28.0","2.661205E-5","ASV0156","4.0","ASV0156","Other","false","ASV0156"
"747.9669","8.251716E-4","3.0","1.812877E-9","ASV0158","3.0","ASV0158","Shared","false","ASV0158"
"17047.94","9.403035E-4","12.0","4.351124E-8","ASV0159","3.0","ASV0159","Shared","false","ASV0159"
"15884.57","7.88735E-4","6.0","9.797076E-4","ASV0160","1.0","ASV0160","Other","false","ASV0160"
"86325.78","8.290763E-4","16.0","2.525156E-5","ASV0162","3.0","ASV0162","Other","false","ASV0162"
"41.52332","8.668671E-4","3.0","3.261752E-9","ASV0163","3.0","ASV0163","Shared","false","ASV0163"
"6014.794","0.001061169","11.0","2.662137E-15","ASV0164","7.0","ASV0164","Shared","false","ASV0164"
"2981.79","9.564059E-4","9.0","2.76559E-14","ASV0165","7.0","ASV0165","Shared","false","ASV0165"
"16021.34","9.662225E-4","14.0","1.34564E-13","ASV0166","7.0","ASV0166","Shared","false","ASV0166"
"0.0","9.517105E-4","1.0","3.100859E-17","ASV0167","10.0","ASV0167","Other","false","ASV0167"
"7212.159","8.942447E-4","5.0","2.470359E-7","ASV0169","15.0","ASV0169","Shared","false","ASV0169"
"6638.99","8.449453E-4","12.0","1.525108E-8","ASV0170","3.0","ASV0170","Other","false","ASV0170"
"0.0","9.906671E-4","2.0","3.312408E-18","ASV0171","44.0","ASV0171","Shared","false","ASV0171"
"2140.025","7.890145E-4","13.0","4.5528E-8","ASV0173","3.0","ASV0173","Shared","false","ASV0173"
"0.0","0.001233627","3.0","4.131233E-12","ASV0174","7.0","ASV0174","Other","false","ASV0174"
"11085.32","8.339357E-4","24.0","2.178124E-5","ASV0177","3.0","ASV0177","Other","false","ASV0177"
"10640.0","7.898504E-4","3.0","6.950663E-5","ASV0178","18.0","ASV0178","Other","false","ASV0178"
"60.08685","8.491749E-4","7.0","1.490861E-8","ASV0179","3.0","ASV0179","Shared","false","ASV0179"
"0.0","8.432313E-4","2.0","2.061859E-15","ASV0180","7.0","ASV0180","Shared","false","ASV0180"
"11338.85","6.461294E-4","9.0","0.02898606","ASV0181","1.0","ASV0181","Other","false","ASV0181"
"0.0","7.563983E-4","2.0","6.829963E-10","ASV0182","9.0","ASV0182","Shared","false","ASV0182"
"0.0","8.920574E-4","3.0","5.26789E-9","ASV0183","4.0","ASV0183","Other","false","ASV0183"
"0.0","8.09339E-4","1.0","9.85914E-4","ASV0184","2.0","ASV0184","Other","false","ASV0184"
"0.0","7.758761E-4","2.0","2.299167E-18","ASV0185","36.0","ASV0185","Other","false","ASV0185"
"2839.667","9.029306E-4","5.0","1.716452E-13","ASV0186","24.0","ASV0186","Shared","false","ASV0186"
"14628.84","9.818775E-4","13.0","1.851026E-12","ASV0187","7.0","ASV0187","Shared","false","ASV0187"
"13.76051","8.037632E-4","4.0","1.727554E-5","ASV0188","2.0","ASV0188","Other","false","ASV0188"
"207.8789","8.307543E-4","4.0","2.540614E-9","ASV0191","4.0","ASV0191","Other","false","ASV0191"
"259.3814","6.811178E-4","12.0","0.07321135","ASV0192","6.0","ASV0192","Other","false","ASV0192"
"3026.943","0.001117001","4.0","4.152962E-12","ASV0193","7.0","ASV0193","Other","false","ASV0193"
"0.0","7.813961E-4","2.0","3.481523E-18","ASV0194","36.0","ASV0194","Other","false","ASV0194"
"37.52682","7.468728E-4","6.0","8.135096E-9","ASV0196","3.0","ASV0196","Other","false","ASV0196"
"8465.853","7.303441E-4","23.0","1.325069E-5","ASV0197","3.0","ASV0197","Shared","false","ASV0197"
"11269.21","0.001201019","28.0","4.742615E-5","ASV0198","4.0","ASV0198","Other","false","ASV0198"
"11.37764","6.796464E-4","5.0","3.612345E-8","ASV0200","3.0","ASV0200","Shared","false","ASV0200"
"4031.119","7.276329E-4","26.0","2.077847E-5","ASV0201","3.0","ASV0201","Other","false","ASV0201"
"1.0","8.439228E-4","4.0","5.795023E-15","ASV0202","24.0","ASV0202","Shared","false","ASV0202"
"15884.57","6.404596E-4","6.0","9.797076E-4","ASV0203","1.0","ASV0203","Other","false","ASV0203"
"2507.82","6.66514E-4","8.0","6.951203E-8","ASV0204","3.0","ASV0204","Shared","false","ASV0204"
"3392.161","6.870762E-4","19.0","7.023311E-5","ASV0205","3.0","ASV0205","Other","false","ASV0205"
"472.9994","7.681688E-4","8.0","1.471253E-6","ASV0206","3.0","ASV0206","Core","false","ASV0206"
"16256.72","6.760497E-4","3.0","1.450219E-9","ASV0207","7.0","ASV0207","Shared","false","ASV0207"
"1282.316","7.93286E-4","4.0","2.067368E-15","ASV0208","7.0","ASV0208","Shared","false","ASV0208"
"4537.011","7.393629E-4","30.0","2.180228E-7","ASV0210","3.0","ASV0210","Core","false","ASV0210"
"786.8111","6.500041E-4","3.0","4.445609E-8","ASV0211","9.0","ASV0211","Other","false","ASV0211"
"4262.0","6.594956E-4","4.0","1.544628E-6","ASV0212","33.0","ASV0212","Other","false","ASV0212"
"0.0","7.75914E-4","1.0","7.437729E-15","ASV0214","4.0","ASV0214","Other","false","ASV0214"
"15062.59","8.347326E-4","14.0","3.444289E-15","ASV0216","7.0","ASV0216","Shared","false","ASV0216"
"4110.862","7.426802E-4","11.0","7.038499E-14","ASV0217","7.0","ASV0217","Shared","false","ASV0217"
"20000.04","6.280791E-4","15.0","1.294974E-7","ASV0218","3.0","ASV0218","Shared","false","ASV0218"
"0.0","6.444872E-4","2.0","1.748949E-8","ASV0219","33.0","ASV0219","Other","false","ASV0219"
"0.0","7.564382E-4","2.0","2.622132E-18","ASV0220","45.0","ASV0220","Shared","false","ASV0220"
"0.0","7.19481E-4","3.0","3.599947E-18","ASV0221","19.0","ASV0221","Other","false","ASV0221"
"14995.91","5.580205E-4","118.0","0.8743935","ASV0222","6.0","ASV0222","Other","false","ASV0222"
"161.411","7.524536E-4","17.0","3.502636E-8","ASV0223","3.0","ASV0223","Core","false","ASV0223"
"2093.091","6.216179E-4","8.0","8.385841E-9","ASV0227","3.0","ASV0227","Other","false","ASV0227"
"19094.01","6.23069E-4","8.0","7.079762E-7","ASV0228","3.0","ASV0228","Other","false","ASV0228"
"21796.34","5.101498E-4","14.0","0.02874768","ASV0229","1.0","ASV0229","Other","false","ASV0229"
"0.0","6.761976E-4","2.0","2.06217E-15","ASV0230","7.0","ASV0230","Shared","false","ASV0230"
"0.0","6.345499E-4","2.0","1.763613E-8","ASV0231","18.0","ASV0231","Other","false","ASV0231"
"0.0","5.674807E-4","1.0","1.096196E-4","ASV0232","49.0","ASV0232","Shared","false","ASV0232"
"0.0","5.593712E-4","2.0","2.193764E-5","ASV0233","1.0","ASV0233","Other","false","ASV0233"
"33072.41","5.950594E-4","26.0","7.505571E-5","ASV0234","3.0","ASV0234","Other","false","ASV0234"
"21796.34","4.954166E-4","14.0","0.02874768","ASV0235","1.0","ASV0235","Other","false","ASV0235"
"4748.618","6.696393E-4","10.0","4.989701E-14","ASV0236","7.0","ASV0236","Shared","false","ASV0236"
"11054.4","5.945319E-4","11.0","2.375806E-6","ASV0237","3.0","ASV0237","Shared","false","ASV0237"
"1668.661","7.316815E-4","4.0","1.937579E-8","ASV0238","9.0","ASV0238","Core","false","ASV0238"
"0.0","6.723149E-4","1.0","2.134514E-18","ASV0239","53.0","ASV0239","Other","false","ASV0239"
"11199.73","6.831798E-4","5.0","5.296677E-9","ASV0240","4.0","ASV0240","Other","false","ASV0240"
"1065.5","5.954396E-4","4.0","2.677036E-10","ASV0241","3.0","ASV0241","Other","false","ASV0241"
"10249.14","6.274927E-4","4.0","1.818822E-13","ASV0242","7.0","ASV0242","Shared","false","ASV0242"
"19515.29","5.34918E-4","27.0","1.352705E-4","ASV0244","3.0","ASV0244","Other","false","ASV0244"
"13807.97","7.111812E-4","14.0","2.881884E-15","ASV0245","7.0","ASV0245","Shared","false","ASV0245"
"53.20333","5.388625E-4","8.0","8.009079E-8","ASV0248","3.0","ASV0248","Shared","false","ASV0248"
"0.0","5.380491E-4","1.0","1.623667E-11","ASV0249","7.0","ASV0249","Shared","false","ASV0249"
"16372.08","7.549672E-4","16.0","1.938768E-12","ASV0250","7.0","ASV0250","Shared","false","ASV0250"
"20905.78","6.946654E-4","6.0","6.388351E-7","ASV0251","9.0","ASV0251","Other","false","ASV0251"
"1398.729","5.062612E-4","4.0","3.246679E-9","ASV0253","3.0","ASV0253","Shared","false","ASV0253"
"605.7251","6.060053E-4","6.0","7.44722E-4","ASV0254","2.0","ASV0254","Other","false","ASV0254"
"14528.58","6.493072E-4","6.0","2.45713E-7","ASV0255","4.0","ASV0255","Other","false","ASV0255"
"6564.373","6.388156E-4","5.0","2.19505E-7","ASV0257","4.0","ASV0257","Other","false","ASV0257"
"2506.894","6.081163E-4","3.0","5.734227E-7","ASV0259","3.0","ASV0259","Other","false","ASV0259"
"0.0","6.047442E-4","4.0","2.839099E-6","ASV0260","3.0","ASV0260","Shared","false","ASV0260"
"14132.07","5.888E-4","36.0","3.108155E-7","ASV0261","3.0","ASV0261","Core","false","ASV0261"
"1521.081","5.228798E-4","21.0","6.055493E-5","ASV0264","3.0","ASV0264","Other","false","ASV0264"
"3.346899","6.219971E-4","8.0","5.446079E-9","ASV0265","3.0","ASV0265","Shared","false","ASV0265"
"0.0","5.521703E-4","1.0","6.993502E-11","ASV0268","3.0","ASV0268","Shared","false","ASV0268"
"339.7912","5.349764E-4","2.0","1.403642E-9","ASV0270","9.0","ASV0270","Core","false","ASV0270"
"0.0","6.659735E-4","2.0","3.89349E-18","ASV0271","42.0","ASV0271","Other","false","ASV0271"
"0.0","5.960478E-4","3.0","2.481968E-9","ASV0272","4.0","ASV0272","Other","false","ASV0272"
"545.6207","5.110247E-4","16.0","8.237437E-8","ASV0273","3.0","ASV0273","Core","false","ASV0273"
"0.0","6.011782E-4","1.0","3.122226E-17","ASV0274","10.0","ASV0274","Other","false","ASV0274"
"1065.5","5.612377E-4","4.0","2.359389E-12","ASV0275","15.0","ASV0275","Shared","false","ASV0275"
"14655.16","5.576483E-4","36.0","3.753594E-7","ASV0277","3.0","ASV0277","Core","false","ASV0277"
"5445.554","7.081673E-4","12.0","1.93571E-12","ASV0278","7.0","ASV0278","Shared","false","ASV0278"
"8762.699","5.320631E-4","23.0","2.646163E-6","ASV0279","3.0","ASV0279","Core","false","ASV0279"
"12380.86","5.526214E-4","6.0","2.059094E-10","ASV0280","15.0","ASV0280","Shared","false","ASV0280"
"10938.8","4.654032E-4","56.0","0.2401245","ASV0282","2.0","ASV0282","Other","false","ASV0282"
"7641.816","5.000573E-4","40.0","1.060967E-4","ASV0283","3.0","ASV0283","Other","false","ASV0283"
"11269.21","8.557603E-4","28.0","4.742615E-5","ASV0285","4.0","ASV0285","Other","false","ASV0285"
"14.45396","6.359028E-4","4.0","2.089746E-9","ASV0286","4.0","ASV0286","Shared","false","ASV0286"
"108.0106","4.554111E-4","48.0","0.3723375","ASV0287","6.0","ASV0287","Unique","false","ASV0287"
"7.822731","6.309258E-4","2.0","1.584214E-10","ASV0288","3.0","ASV0288","Shared","false","ASV0288"
"964.9684","4.504652E-4","33.0","0.2406436","ASV0291","6.0","ASV0291","Other","false","ASV0291"
"12785.41","4.71689E-4","22.0","4.383621E-6","ASV0292","3.0","ASV0292","Shared","false","ASV0292"
"964.1425","4.673433E-4","10.0","0.001283187","ASV0293","2.0","ASV0293","Other","false","ASV0293"
"229.0641","5.80092E-4","4.0","3.57204E-16","ASV0295","7.0","ASV0295","Shared","false","ASV0295"
"4263.0","5.777315E-4","4.0","2.674161E-15","ASV0296","10.0","ASV0296","Other","false","ASV0296"
"6556.795","4.214791E-4","128.0","0.9337791","ASV0297","6.0","ASV0297","Unique","false","ASV0297"
"0.0","5.637272E-4","3.0","2.481968E-9","ASV0298","4.0","ASV0298","Other","false","ASV0298"
"2665.449","4.804352E-4","9.0","6.246421E-9","ASV0299","3.0","ASV0299","Shared","false","ASV0299"
"2133.5","5.533303E-4","4.0","8.28418E-8","ASV0302","2.0","ASV0302","Other","false","ASV0302"
"2743.51","5.283751E-4","12.0","1.08385E-4","ASV0304","3.0","ASV0304","Shared","false","ASV0304"
"15432.2","4.879831E-4","3.0","2.306314E-7","ASV0305","14.0","ASV0305","Shared","false","ASV0305"
"0.0","4.495832E-4","1.0","1.547551E-18","ASV0306","46.0","ASV0306","Shared","false","ASV0306"
"29898.99","4.785966E-4","19.0","5.700805E-5","ASV0307","3.0","ASV0307","Other","false","ASV0307"
"817.6068","4.803878E-4","16.0","3.340372E-5","ASV0308","3.0","ASV0308","Other","false","ASV0308"
"3958.571","4.044165E-4","115.0","0.8770684","ASV0310","6.0","ASV0310","Other","false","ASV0310"
"92.15508","5.349382E-4","10.0","3.739712E-6","ASV0312","3.0","ASV0312","Shared","false","ASV0312"
"0.1909091","3.801493E-4","7.0","1.729325E-4","ASV0313","3.0","ASV0313","Other","false","ASV0313"
"0.0","4.471122E-4","2.0","5.664687E-11","ASV0314","3.0","ASV0314","Shared","false","ASV0314"
"4766.517","5.483715E-4","15.0","1.113095E-8","ASV0315","3.0","ASV0315","Core","false","ASV0315"
"0.0","4.774265E-4","1.0","1.221919E-18","ASV0318","68.0","ASV0318","Other","false","ASV0318"
"8500.106","4.016453E-4","67.0","0.3845456","ASV0319","2.0","ASV0319","Other","false","ASV0319"
"0.0","4.365293E-4","1.0","2.069177E-18","ASV0321","67.0","ASV0321","Other","false","ASV0321"
"0.0","5.258517E-4","2.0","3.199634E-18","ASV0322","45.0","ASV0322","Shared","false","ASV0322"
"0.7412038","4.132311E-4","9.0","0.06444403","ASV0323","6.0","ASV0323","Unique","false","ASV0323"
"12.65336","3.68745E-4","8.0","1.752234E-4","ASV0324","3.0","ASV0324","Other","false","ASV0324"
