Site;ASV;Node_Category;Eigen_Centrality;Degree_Centrality;Betweenness_Centrality;Membership
Quintero;ASV0834;Core;0,008443861;3;4,077532607;3
Quintero;ASV0867;Core;1,88E-06;11;2336,793008;1
Quintero;ASV0932;Core;3,31E-19;1;0;53
Quintero;ASV1079;Core;2,47E-06;11;63,36568682;1
Quintero;ASV1112;Core;3,19E-10;4;1;13
Quintero;ASV1119;Core;1,32E-06;7;47,09716883;1
Quintero;ASV1191;Core;0;3;0;23
Quintero;ASV1207;Core;7,40E-06;17;7588,992249;1
Quintero;ASV1272;Core;3,19E-06;2;0;1
Quintero;ASV1335;Core;1,69E-18;3;0;23
Quintero;ASV1389;Core;3,13E-10;2;0;13
Quintero;ASV1403;Core;1,49E-08;1;0;1
Quintero;ASV1411;Core;1,17E-08;2;1797;2
Quintero;ASV1412;Core;7,60E-19;1;0;51
Quintero;ASV1506;Core;3,79E-18;3;0;23
Quintero;ASV1593;Core;1,41E-06;8;0,333333333;1
Quintero;ASV1742;Core;3,64E-12;1;0;1
Quintero;ASV2590;Core;0,000179286;15;5836,024866;1
Las_Cruces;ASV0001;Core;1,15E-07;23;2345,724838;3
Las_Cruces;ASV0003;Core;1,15E-07;24;2468,068921;3
Las_Cruces;ASV0006;Core;1,15E-07;24;2468,068921;3
Las_Cruces;ASV0008;Core;8,84E-08;22;1100,699551;3
Las_Cruces;ASV0013;Core;5,16E-08;32;14631,89461;3
Las_Cruces;ASV0016;Core;5,22E-08;33;15057,34488;3
Las_Cruces;ASV0017;Core;5,20E-08;32;13803,02709;3
Las_Cruces;ASV0021;Core;1,56E-08;15;10,09332606;3
Las_Cruces;ASV0023;Core;1,90E-07;45;36936,44709;3
Las_Cruces;ASV0025;Core;3,94E-18;2;0;39
Las_Cruces;ASV0029;Core;1,73E-08;18;22,78299347;3
Las_Cruces;ASV0030;Core;1,92E-08;21;5376,44865;3
Las_Cruces;ASV0032;Core;3,51E-11;2;0;26
Las_Cruces;ASV0034;Core;1,23E-08;12;6,664752813;3
Las_Cruces;ASV0035;Core;1,39E-07;47;34520,5713;3
Las_Cruces;ASV0036;Core;9,07E-08;24;1762,476979;3
Las_Cruces;ASV0037;Core;2,83E-18;2;0;39
Las_Cruces;ASV0038;Core;2,08E-07;45;29204,88701;3
Las_Cruces;ASV0039;Core;3,15E-18;2;0;39
Las_Cruces;ASV0040;Core;1,57E-09;3;1065,5;26
Las_Cruces;ASV0042;Core;3,24E-09;3;0;22
Las_Cruces;ASV0043;Core;1,57E-09;3;1065,5;26
Las_Cruces;ASV0045;Core;6,33E-09;8;0,142857143;3
Las_Cruces;ASV0048;Core;1,08E-07;19;20,91938466;3
Las_Cruces;ASV0050;Core;8,75E-08;20;871,6644035;3
Las_Cruces;ASV0053;Core;8,75E-08;20;871,6644035;3
Las_Cruces;ASV0056;Core;5,78E-08;17;3801,978803;3
Las_Cruces;ASV0063;Core;8,68E-09;4;0;3
Las_Cruces;ASV0064;Core;1,06E-07;17;11,1070393;3
Las_Cruces;ASV0071;Core;1,75E-18;1;0;65
Las_Cruces;ASV0072;Core;2,12E-07;30;1601,347819;3
Las_Cruces;ASV0073;Core;1,13E-07;22;115,940007;3
Las_Cruces;ASV0077;Core;3,56E-18;3;0;19
Las_Cruces;ASV0081;Core;1,73E-18;1;0;65
Las_Cruces;ASV0083;Core;1,84E-07;29;1533,732186;3
Las_Cruces;ASV0085;Core;1,10E-07;19;12,81302617;3
Las_Cruces;ASV0086;Core;1,46E-18;1;0;57
Las_Cruces;ASV0097;Core;2,12E-08;11;383,6531614;3
Las_Cruces;ASV0101;Core;3,51E-08;16;9337,781491;3
Las_Cruces;ASV0102;Core;1,09E-07;19;1517,943031;3
Las_Cruces;ASV0104;Core;4,35E-07;28;30618,71605;3
Las_Cruces;ASV0107;Core;1,15E-08;10;1352,522437;3
Las_Cruces;ASV0118;Core;1,12E-07;20;82,82067519;3
Las_Cruces;ASV0120;Core;3,39E-18;3;0;19
Las_Cruces;ASV0127;Core;3,86E-18;3;0;19
Las_Cruces;ASV0134;Core;4,06E-08;21;168,1967943;3
Las_Cruces;ASV0135;Core;1,30E-06;3;2132;3
Las_Cruces;ASV0142;Core;4,36E-07;32;37292,57866;3
Las_Cruces;ASV0143;Core;7,37E-09;3;6390;9
Las_Cruces;ASV0145;Core;4,39E-08;23;1156,586946;3
Las_Cruces;ASV0147;Core;3,07E-07;30;16418,66778;3
Las_Cruces;ASV0206;Core;1,47E-06;8;472,9993782;3
Las_Cruces;ASV0210;Core;2,18E-07;30;4537,010854;3
Las_Cruces;ASV0223;Core;3,50E-08;17;161,4110328;3
Las_Cruces;ASV0238;Core;1,94E-08;4;1668,66076;9
Las_Cruces;ASV0261;Core;3,11E-07;36;14132,06894;3
Las_Cruces;ASV0270;Core;1,40E-09;2;339,7912409;9
Las_Cruces;ASV0273;Core;8,24E-08;16;545,6207195;3
Las_Cruces;ASV0277;Core;3,75E-07;36;14655,16111;3
Las_Cruces;ASV0279;Core;2,65E-06;23;8762,699448;3
Las_Cruces;ASV0315;Core;1,11E-08;15;4766,517266;3
Las_Cruces;ASV0382;Core;7,88E-06;13;2006,176734;3
Las_Cruces;ASV0395;Core;1,11E-05;14;1027,328279;3
Las_Cruces;ASV0403;Core;1,26E-07;31;1995,180025;3
Las_Cruces;ASV0442;Core;8,16E-05;2;430,0705174;1
Las_Cruces;ASV0452;Core;1,00E-06;1;0;5
Las_Cruces;ASV0456;Core;0,009373617;2;0;6
Las_Cruces;ASV0462;Core;1,01E-06;3;2338,255931;3
Las_Cruces;ASV0510;Core;5,60E-08;5;3,09178795;3
Las_Cruces;ASV0561;Core;1,04E-07;17;18,76525628;3
Las_Cruces;ASV0569;Core;0,01315179;3;0,937789506;6
Las_Cruces;ASV0631;Core;1,11E-07;21;3395,54651;3
Las_Cruces;ASV0688;Core;1,66E-18;1;0;52
Las_Cruces;ASV0711;Core;1,11E-07;21;3395,54651;3
Las_Cruces;ASV0775;Core;1,25E-11;3;0;23
Las_Cruces;ASV0799;Core;7,00E-05;5;0;5
Las_Cruces;ASV0867;Core;4,56E-08;11;1658,980509;3
Las_Cruces;ASV0932;Core;8,97E-08;2;2132;3
Las_Cruces;ASV1079;Core;7,87E-08;11;171,3045071;3
Las_Cruces;ASV1112;Core;7,00E-05;6;1064;5
Las_Cruces;ASV1119;Core;7,53E-08;7;111,0821988;3
Las_Cruces;ASV1191;Core;1,25E-11;3;0;23
Las_Cruces;ASV1207;Core;5,38E-08;17;11962,7158;3
Las_Cruces;ASV1272;Core;1,32E-10;2;0;4
Las_Cruces;ASV1335;Core;1,25E-11;3;0;23
Las_Cruces;ASV1389;Core;1,57E-06;2;0;5
Las_Cruces;ASV1411;Core;1,29E-18;1;0;52
Las_Cruces;ASV1412;Core;1,06E-18;1;0;57
Las_Cruces;ASV1506;Core;1,09E-09;4;6390;23
Las_Cruces;ASV1593;Core;6,62E-09;8;0,333333333;3
Las_Cruces;ASV1742;Core;1,45E-08;1;0;3
Las_Cruces;ASV2590;Core;3,67E-06;13;20612,01219;3
