"";"ASV0261_Aureococcus_anophagefferens";"ASV0039_Picochlorum_sp.";"ASV0003_Ostreococcus_lucimarinus";"ASV0102_Chloroparvula_pacifica";"ASV0083_Pelagomonas_calceolata";"ASV1742_Brockmanniella_brockmannii";"ASV0008_Ostreococcus_lucimarinus";"ASV0101_NA";"ASV0118_Chloroparvula_pacifica";"ASV0676_Parmales_env_3A_sp.";"ASV0071_Phaeocystis_globosa";"ASV0688_Florenciella_parvula";"ASV0270_Chloropicon_laureae";"ASV0147_Teleaulax_sp.";"ASV0021_NA";"ASV0073_Chloroparvula_pacifica";"ASV0043_Plagioselmis_prolonga";"ASV1403_Chrysochromulina_sp.";"ASV0425_Parmales_env_3B_sp.";"ASV0134_Pelagomonadales_clade_B1_sp.";"ASV0063_Teleaulax_gracilis";"ASV0013_Bathycoccus_prasinos";"ASV0569_Chlorodendrales_X_sp.";"ASV0006_Ostreococcus_lucimarinus";"ASV0081_Phaeocystis_globosa";"ASV1207_Chrysochromulina_sp.";"ASV0142_Teleaulax_sp.";"ASV0561_Chloroparvula_pacifica";"ASV0023_Micromonas_commoda_A2";"ASV0053_Ostreococcus_lucimarinus";"ASV0085_Chloroparvula_pacifica";"ASV0034_NA";"ASV1079_Micromonas_pusilla";"ASV0001_NA";"ASV0025_Picochlorum_sp.";"ASV1191_Pelagomonadaceae_clade_C_sp.";"ASV0086_NA";"ASV1272_Thalassiosira_gravida";"ASV0775_Pelagomonadaceae_clade_C_sp.";"ASV0042_Tetraselmis_striata";"ASV0052_Phaeocystis_globosa";"ASV0206_Kathablepharidida_XX_sp.";"ASV1506_Pelagomonadaceae_clade_C_sp.";"ASV0510_Crustomastigaceae_X_sp.";"ASV0395_Kathablepharidida_XX_sp.";"ASV0038_Micromonas_commoda_A2";"ASV0452_Chrysophyceae_Clade-EC2H_XX_sp.";"ASV2590_Rhizosolenia_imbricata";"ASV1411_Florenciellales_X_sp.";"ASV0029_NA";"ASV0325_Teleaulax_amphioxeia";"ASV0064_Chloroparvula_pacifica";"ASV0349_Teleaulax_amphioxeia";"ASV0834_Chrysophyceae_Clade-EC2H_XX_sp.";"ASV0652_NA";"ASV0190_Teleaulax_amphioxeia";"ASV0223_NA";"ASV0238_NA";"ASV0143_NA";"ASV0462_Cylindrotheca_closterium";"ASV0867_Micromonas_pusilla";"ASV0107_Teleaulax_gracilis";"ASV0036_Ostreococcus_lucimarinus";"ASV1593_Micromonas_pusilla";"ASV0037_Picochlorum_sp.";"ASV0145_NA";"ASV0032_Plagioselmis_prolonga";"ASV0315_Guinardia_delicatula";"ASV1112_NA";"ASV0442_Rhodomonas_sp.:nucl";"ASV1119_Micromonas_pusilla";"ASV0799_NA";"ASV0040_Plagioselmis_prolonga";"ASV0072_Pelagomonas_calceolata";"ASV0035_Micromonas_commoda_A2";"ASV0279_Chloroparvula_pacifica";"ASV0403_Aureococcus_anophagefferens";"ASV0210_Aureococcus_anophagefferens";"ASV1389_NA";"ASV0277_Aureococcus_anophagefferens";"ASV0882_Dictyocha_speculum";"ASV0273_Crustomastigaceae_X_sp.";"ASV0838_NA";"ASV0720_NA";"ASV0135_NA";"ASV0711_Chloroparvula_pacifica";"ASV0456_Chlorodendrales_X_sp.";"ASV0631_Chloroparvula_pacifica";"ASV1335_Pelagomonadaceae_clade_C_sp.";"ASV0016_Bathycoccus_prasinos";"ASV0045_Rhizosolenia_delicatula";"ASV0050_Ostreococcus_lucimarinus";"ASV1284_Chloropicon_roscoffensis";"ASV1412_Brockmanniella_brockmannii";"ASV0056_Pelagomonas_calceolata";"ASV0932_Pedinellales_X_sp.";"ASV0501_Paraphysomonas_sp.";"ASV0017_Bathycoccus_prasinos";"ASV0127_Pycnococcaceae_X_sp.";"ASV0382_Kathablepharidida_XX_sp.";"ASV0048_Chloroparvula_pacifica";"ASV0097_Teleaulax_gracilis";"ASV0030_Rhizosolenia_delicatula";"ASV0120_Pycnococcaceae_X_sp.";"ASV0104_Teleaulax_sp.";"ASV0077_Pycnococcaceae_X_sp."
"F1A17";0;0;0,23354495470846;0;0;0;0,198083627341577;0,0426867360476569;0;0,0722739093907339;0,168238458190697;0;0;0,0763603548321213;0,236645244653888;0;0,220157642963178;0,0110216678544351;0;0;0,294919731795175;0,13984928719608;0;0,23354495470846;0,15192320703488;0;0,0697071480677524;0;0,107425929913971;0,0397391885902991;0;0,210568668697704;0,0330650035633054;0,259887095168613;0;0;0;0;0;0;0,184427778390829;0;0;0;0;0,0888595270585927;0;0;0;0,199610894573078;0,0941691714279396;0;0,0902162395229581;0;0,0454435007343108;0,110216678544351;0;0,0794783771805981;0,0902162395229581;0;0,0291605921759902;0,246698314361971;0,0583211843519804;0,0291605921759902;0;0;0,248171153204394;0;0,0505076272276105;0;0,0291605921759902;0,0440866714177405;0,203229513554961;0;0,0967147429123329;0;0;0,0155869921597137;0,0365547368370828;0;0,0572702661240909;0;0;0,0190900887080303;0,0516962046039818;0;0;0;0;0,120232201647168;0;0,0583211843519804;0;0;0,0973407348384638;0;0;0,122732098997746;0;0;0;0,267033882243954;0;0;0,0763603548321213;0,0832117675015311
"F1F18";0;0,0618458113164551;0,275813520648546;0,0798425990871056;0;0;0,204080765325963;0;0,0743294146247166;0;0,178533479059031;0;0,0898598805365707;0;0,161010409263509;0,100993786969174;0;0;0;0;0,135183368564412;0;0;0,292271901537574;0;0;0;0;0,0921942921514796;0;0,0824610817552735;0;0;0,327905949842636;0;0;0;0,0206152704388184;0,12369162263291;0;0;0,212247199694497;0;0;0,142826783247225;0;0,141331173622397;0,0504968934845869;0;0;0,0898598805365707;0,121961584666224;0;0;0;0;0;0;0;0;0,0460971460757398;0;0;0;0;0;0,224886050382429;0,269579641609712;0,0874631851396982;0;0;0,116617580186264;0;0;0;0,105117666245527;0;0;0,0874631851396982;0;0;0;0;0;0;0;0;0;0;0;0,185537433949365;0;0,0683731169972658;0;0,112914486484102;0,0824610817552735;0;0,125397794577209;0,196657146194008;0;0,147222478373877;0;0,215229742145347;0,191178153231072;0,0898598805365707;0,215229742145347
"F1A18";0,0427290232910048;0,186531361648533;0,325654911745669;0,130805457891837;0,0500391083360534;0,0204283804345299;0,258299886774199;0,0500391083360534;0,123418529978252;0,021667569500872;0,046807299833294;0;0,143362991436112;0,0718631981533406;0,0586760555867342;0,200156433344214;0,104164710466765;0;0,0353829928289517;0,046807299833294;0,101372943415664;0,139302982070635;0,027972711943223;0,314407973022729;0;0;0,0754053556307418;0,0669789244252417;0,0774529321793698;0,0665883734315909;0,142267207283082;0,0545288541154352;0,0191090001381717;0,381565290539094;0,217995802843498;0,0144450463339146;0;0;0,00722252316695732;0;0;0;0,00722252316695732;0;0;0,0629644972042966;0,0500391083360534;0;0;0,0473612516576697;0;0,193126542043095;0,0402133070986992;0,0239543993844469;0,0414902367986586;0,0375293312520401;0,0368277865656914;0,0445226229471596;0,0346380042819504;0;0,0144450463339146;0,0767764744006104;0,0750586625040802;0,0144450463339146;0,196075209400022;0,0451046427210346;0,124889100518313;0;0;0;0,0125097770840134;0;0,112123711391631;0,0545288541154352;0,07294390839212;0,0804266141973984;0,0250195541680267;0,0338766364879865;0;0,0375293312520401;0;0,0388944775774122;0;0,0414902367986586;0,0427290232910048;0,0621304935309177;0;0,0696514910353173;0,00722252316695732;0,12675476715433;0;0,0673672112979264;0,0270242071587918;0;0,0545288541154352;0,0414902367986586;0;0,108818283774706;0,0919277119553843;0;0,230555791239957;0,0826655560529161;0;0,0930557015391376;0,0857627108160077;0,0949974603619576
"F2A17";0,0158620293576456;0,0977801158877754;0,248533249177369;0;0,102183976125059;0;0,198433923866737;0,0296751396576299;0;0;0,149642085676156;0;0,0571913601819063;0,0861528715285388;0,28529613741409;0;0,149642085676156;0,0158620293576456;0;0,0388538782112785;0,163694298538493;0,157426146402898;0;0,253296296286418;0,152556113345909;0;0,102183976125059;0;0,131759911576526;0,0571913601819063;0,0582808173169178;0,218642985972873;0,0371997562409414;0,292696350514022;0,0918081323956878;0,0112161485221713;0,0760716204171085;0,0158620293576456;0,0296751396576299;0;0,171574080545719;0;0,0158620293576456;0;0;0,117635958124438;0;0;0;0,249543551103501;0;0;0;0;0,0861528715285388;0,0760716204171085;0,0354685759047929;0;0,0250800705413088;0;0,0371997562409414;0,142316970228769;0,0644318678384879;0,0158620293576456;0,105812933532509;0,0274738407585913;0,155819715121615;0;0;0;0,0194269391056393;0;0,124897744059908;0,0854196422665273;0,116020742459443;0;0,0158620293576456;0,0112161485221713;0;0,0112161485221713;0;0;0;0;0;0;0;0;0,0158620293576456;0,153378524228631;0;0,0475860880729368;0,0462453650695277;0;0,107581517305573;0;0,0571913601819063;0,162923968152837;0,168988316760091;0;0,0691409830094525;0,130801644956442;0;0,166362367402334;0,102797699217434;0,191333160775593
"F2F18";0;0;0,343184836311142;0,0912071217301079;0;0;0,286518445505191;0;0,0810396543006995;0,066168600656086;0;0;0;0,0862733001092099;0,0899990270428047;0,133981204735652;0,09588741208755;0,0782917441234925;0;0;0,0512539776765741;0,0887744934258273;0;0,333150854897731;0;0;0,0573036891010382;0,0553606231806436;0,0887744934258273;0,0610044355425644;0,094739018420123;0,066168600656086;0,0209243487659344;0,3835496483502;0;0;0,0912071217301079;0;0,0912071217301079;0;0,128134944191435;0,105662781846782;0,033084300328043;0;0,143450107877574;0,066168600656086;0,155179123661384;0,0295914978086091;0;0,0862733001092099;0;0,116501843374396;0,0768809665148611;0;0;0;0;0;0;0,0875328309685745;0,0391458720617463;0,0678026393175356;0,0836973950637375;0;0;0;0,136410064802178;0,133981204735652;0,0724840703557789;0;0;0,094739018420123;0,132337201312172;0;0,0887744934258273;0,110721246361287;0,0147957489043046;0,0147957489043046;0;0;0;0;0;0;0;0,033084300328043;0;0,0391458720617463;0;0,126414934053156;0,0443872467129137;0,066168600656086;0;0,0391458720617463;0,113648303782831;0,0418486975318687;0;0,104621743829672;0,16275323794735;0,129832169720068;0,16275323794735;0,0467882662255431;0,0610044355425644;0,161402565317495;0,0610044355425644;0,205549112935014
"F2A18";0,0447148560438827;0,0781493073280797;0,416636371347859;0,0608934496857295;0,0735975956008876;0;0,329138453488248;0,0703136991358817;0,0562380325110376;0,0324690432089425;0;0;0,0605942171638577;0,062075957168129;0,069533855806996;0,0987047127984863;0,0790741833948956;0,0307437730950673;0,0434782608695652;0,0565603161380862;0,069271957114408;0,185641325570273;0;0,398804013970295;0;0,0208862809310983;0,0593822103831595;0,034635978557204;0,0928206627851366;0,0813403779733465;0,0668687258298736;0,0599912746309435;0,0104431404655492;0,480081666262948;0,102853005449376;0,0104431404655492;0,0390746536640399;0;0,00602934995896988;0;0,0417725618621966;0;0,00852678848426887;0;0;0,0765038744728955;0,0515147886312688;0;0,00852678848426887;0,0590753235205876;0;0,0945666589672153;0;0,0208862809310983;0;0,0459181612633645;0,0482347996717591;0;0,0390746536640399;0;0,0170535769685377;0,0571994360417628;0,0957129633528708;0,00852678848426887;0,0873735817900544;0,0599912746309435;0,0920340328148295;0;0;0;0,0134820363683922;0;0,0795325882982884;0,0767410963584198;0,0781493073280797;0,0366751040124771;0,0451195236228496;0,0539281454735689;0;0,0497192934692927;0,0269640727367844;0;0;0,0341071539370755;0;0,0255803654528066;0;0,0390746536640399;0;0,160317229504209;0;0,0898352910940688;0;0,0233515719795467;0,0839791272875566;0;0,0422054497127892;0,15583274591601;0,0515147886312688;0;0,113441542516031;0,0555878599952999;0;0,0408930410054765;0,074578940203939;0,0366751040124771
"F3A17";0,0292311036318951;0,150948770076791;0,285408959207682;0;0,0826780463987191;0;0,210111795661644;0;0;0;0,128528246354953;0;0;0,0826780463987191;0,256501893374048;0;0,118136098854092;0;0;0,0716012885165592;0,152823981977268;0,152823981977268;0;0,258713157500457;0,126292801977734;0;0,0843829277529225;0;0,121698789114774;0;0;0,232627677998078;0,033753171101169;0,323749043957508;0,180981217484889;0;0;0;0;0;0,161874521978754;0;0;0;0;0,0954683846887456;0;0;0;0,256501893374048;0;0,126292801977734;0;0;0;0,0716012885165592;0;0;0;0;0,0506297566517535;0,128528246354953;0;0,0168765855505845;0,150948770076791;0,0292311036318951;0,144193610152366;0;0;0;0,0413390231993595;0;0;0,0998432265835641;0,109372774827835;0;0;0;0;0,0238670961721864;0;0;0;0;0;0;0;0;0;0,122863397364099;0;0;0;0;0;0;0;0,131810346826864;0,184101813249347;0;0;0,139167889649665;0;0,190936769377491;0,0876933108956854;0,226423155115186
"F3F18";0,015807436935467;0;0,344333729311302;0,0418225469965826;0,0901162556381194;0;0,25415094658131;0,0370717256622646;0,043290448929478;0,0836450939931652;0,106039510613235;0;0,0524273372121494;0,082137851729009;0,0928476690885259;0,0591460131755532;0,196165133548727;0,0111775458502474;0;0,0460862021757544;0,116697004693984;0,143578176105121;0;0,326070297758719;0,0679903570785752;0;0,0948446216128019;0,0460862021757544;0,0968003865827958;0,0679903570785752;0,0387201546331183;0,0774403092662366;0,0193600773165592;0,37373809000427;0,0447101834009896;0,0447101834009896;0,0782428209517318;0;0,0591460131755532;0,0536056267418897;0,0894203668019792;0,156884332083141;0,0387201546331183;0;0,138258606527263;0,0828948986240472;0,129389447735924;0,0295730065877766;0;0,0806024293938334;0,0908068117569892;0,0689030201580928;0,0524273372121494;0;0;0;0,0295730065877766;0;0;0,0612219399972876;0,0295730065877766;0,082137851729009;0,0798236436962979;0,0111775458502474;0;0,0403012146969167;0,218463124878168;0,0622339414489061;0;0,0536056267418897;0,0295730065877766;0;0,207312591862211;0,0790371846773349;0,0872994238543265;0,0698037514618013;0,0273792839096697;0,0353465035377451;0,0447101834009896;0,0370717256622646;0;0;0;0;0;0,0335326375507422;0;0,0223550917004948;0,043290448929478;0,113989048808979;0,0295730065877766;0,0828948986240472;0;0,0295730065877766;0,0921724043515088;0,0474223108064009;0;0,12090364409075;0,123964980304234;0,152850640629438;0,0732960697655642;0,0894203668019792;0,0387201546331183;0,118818942216657;0,0901162556381194;0,139607502923603
"F3A18";0,0235151316301063;0,261853423754725;0,247995156089972;0,163106063974291;0,0221702787148565;0,0391918860501771;0,189422944374468;0,0313535088401417;0,149956985722472;0;0,0359199568906041;0;0,169931968519161;0,0627070176802834;0,0507984901945492;0,241085853573608;0,0726901198696565;0;0,0359199568906041;0,0293285219882495;0,0617194438712936;0,107188196237422;0;0,23787892899781;0;0;0,0519939123419205;0,0829535871202801;0,0722662671609529;0,0548686404702479;0,182988758456107;0,047678987191547;0,0156767544200708;0,289383714783524;0,326117942259323;0;0;0;0;0;0;0;0;0,0259969561709603;0;0,0543058703066853;0,0463724649445993;0;0;0,0422109530965279;0;0,2417221329952;0;0,0341666941398967;0;0,0570642474426899;0,0221702787148565;0;0,0513996766850971;0;0,0135764675766713;0,0483190022340952;0,053737206779658;0,0135764675766713;0,273108679734238;0,0313535088401417;0,0900560978604889;0;0;0;0,0156767544200708;0;0,0844219061930558;0,0350542885498487;0,0651104511794334;0,100380206191438;0,0271529351533427;0,0350542885498487;0;0,0235151316301063;0;0;0,0429325601217081;0;0,0631950173956948;0,0683333882797934;0,0313535088401417;0,0709795244948698;0;0,0822095937318041;0;0,053162460770669;0,0293285219882495;0;0,0429325601217081;0;0,0665108361445696;0,0851465710398411;0,106613456458641;0;0,286073923149282;0,0513996766850971;0;0,114665573121909;0,0570642474426899;0,149546705922919
"F4A17";0;0,237356331638771;0,182206463033083;0;0,109874631319727;0;0,132686223108569;0;0;0,0634361479695551;0,116539645329826;0;0,0951542219543327;0,0743854770447231;0,227620001737868;0;0;0;0;0;0,20060271357126;0,184946563602382;0;0,186301501596154;0,207989320264441;0;0,050150678392815;0;0,0634361479695551;0;0;0,179424521606503;0;0,211585943933004;0,244661306563947;0;0;0;0;0;0;0;0;0;0;0,0709237695453303;0;0;0;0,186301501596154;0;0,191625473075971;0;0;0;0;0;0,0593390829096927;0;0;0;0,199345003909055;0;0;0,215122444193942;0;0;0;0;0;0;0;0,213950106069906;0;0,0593390829096927;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0709237695453303;0;0;0;0,10277830647413;0;0;0;0;0;0,23841360338216;0;0;0,184946563602382;0;0,273769425227024;0,0672841956024385;0,31559085144072
"F4F18";0,0156355009940065;0;0,354998187998839;0;0,0982675999893979;0;0,273732926762093;0,0270814821234129;0;0,0481918506354445;0,109448506958045;0;0;0,0870547852294227;0,0925008713292757;0,0765979986161901;0,180656018424609;0;0,111659811293108;0,034962043084864;0,119588587009858;0,155177916587243;0;0,338428242896158;0,0757959032292582;0;0,0635117052755162;0;0,0834707338113603;0,068153568764504;0;0,0870547852294227;0,0270814821234129;0,400464221516513;0;0,0382989993080951;0;0;0,0382989993080951;0;0;0,157910819502734;0,033167906340333;0;0,126057439037458;0,0757959032292582;0,124102941762133;0,0292513438950678;0;0,0849225075839176;0;0;0;0;0;0,10888866437641;0,031271001988013;0;0;0,0654079933825951;0,031271001988013;0,0982675999893979;0,0812444463702388;0,0191494996540475;0;0,0270814821234129;0,211513136977458;0,055279843900555;0;0;0,0247218977494436;0;0,199314311683096;0,10776025398237;0,0733370002750229;0,0663358126806659;0,031271001988013;0,0270814821234129;0;0,034962043084864;0;0;0;0;0;0;0;0;0,0366685001375115;0,127982091400905;0,022111937560222;0,0654079933825951;0;0;0,121112069918793;0,0644668221077387;0;0,128933644215477;0,0982675999893979;0,133589779052707;0,0982675999893979;0,104301800868174;0,044223875120444;0,10252883656486;0,0898191149700779;0,119588587009858
"F4A18";0,0426478981394723;0,117350933061532;0,360872795102623;0,0756066425140446;0,0668517585090802;0;0,274124439413073;0,0607425170737107;0,0766307068955246;0;0,0590066571190772;0,0483581710357106;0,0894589858490758;0,0888761849490869;0,0953635993373469;0,109801330468889;0,14217996753743;0;0,0509739879842764;0,0558392061299709;0,103465895338547;0,183789327392194;0;0,354553310068321;0;0,0297226871824738;0,0920359315176901;0,0472713317760161;0,108611681819388;0,0749161564297427;0,0756066425140446;0,0773058803542696;0,0161193903452369;0,426600815129931;0,141447076225926;0,0144176210271214;0,0695192509949535;0;0,00720881051356068;0;0;0;0,0101947975968553;0;0;0,095090741555388;0,0461589093224411;0;0,0176579074106344;0,0759495315407999;0,0467184316823432;0,107166672680986;0;0,0144176210271214;0;0,0594453743649476;0,0455925208868398;0,0314224765317446;0;0;0,0249720521432476;0,0815583807748422;0,0959069860678297;0,0144176210271214;0,122337571162263;0,0567622307460359;0,162318338931109;0;0;0;0,0249720521432476;0;0,150524382652461;0,0713635831779869;0,0983150676030825;0,0539457982158359;0,0414114636021713;0,0563026099772098;0;0,0438494824799068;0;0,0467184316823432;0;0;0;0,0414114636021713;0,0176579074106344;0,0432528630813641;0,0101947975968553;0,158429909981873;0;0,0735157309568775;0;0,0297226871824738;0,0825086075611231;0;0,0980504236032576;0,155282530715713;0,0648792946220461;0;0,122761619474177;0,0891680615474213;0;0,0590066571190772;0,106680653520086;0,0724476490375135
"H1A17";0;0,0535112261243147;0,440952032019576;0;0,0402675109110137;0;0,334177500038189;0,0166131065150309;0;0;0,151124490879541;0;0;0,0342487964655547;0,112368969669785;0;0,043559932771394;0;0,0380654090667466;0,01313381389962;0,056337785214874;0,0896569202450267;0,11035530331171;0,429015583721258;0,14423295860001;0,0101734085010832;0,0332262130300618;0;0,0707277523956876;0,0961553057333398;0,042355277150769;0,0861241772363813;0,0176208604100292;0,512858195410792;0,0616030477013657;0,00830655325751546;0;0,0211776385753845;0,0117472402733528;0;0,176794990426859;0;0,0101734085010832;0;0;0,0557220532275806;0;0;0;0,0881043020501458;0,0321711424307423;0;0;0;0;0;0,0143873722777935;0;0,034748805344198;0;0,0185740177425269;0,0447321582709607;0,109097651949709;0,00830655325751546;0,0566431413008428;0,0117472402733528;0,0550994409125663;0;0;0;0,0143873722777935;0,0287747445555871;0,0498393195450927;0,0454968659425923;0,0604726205158736;0;0;0,0117472402733528;0;0,00830655325751546;0;0;0;0;0;0;0,122504060654482;0;0;0,0774783708575163;0;0,0989840059647596;0;0,0176208604100292;0,0544697123349981;0;0,0299497036923444;0,0796736599249372;0,05253525559848;0;0,0398368299624686;0,0447321582709607;0;0,0491422317940275;0,034748805344198;0,0462489312051442
"H1F18";0,0218654644092268;0;0,453361705874792;0;0,0286286130744699;0;0,345624555937861;0,0158250613060466;0;0;0;0;0;0,0350627470380112;0,141704405086465;0;0,0560516758462779;0,0158250613060466;0;0,0178530769305305;0,0486592855712732;0,130059914881117;0;0,434279274543432;0;0,0265662286055472;0,0269913152545647;0;0,126420532304172;0,0972015313273291;0,0261342286182908;0,116875823460037;0,0190857420496466;0,523337520243589;0,0465062006689945;0;0;0;0;0;0,0312883950453108;0,0541930899057646;0;0,0410454402684832;0,0439904618317852;0,105188241114034;0,0158250613060466;0,00674782881364117;0;0,122021942040411;0;0;0;0;0;0,0353859128284218;0,0143143065372349;0;0;0,0387633253480761;0,0218654644092268;0,0360235481372792;0,113114222930611;0,00954287102482329;0;0,0134956576272823;0,0588262077739476;0,0126240317626233;0;0;0,0158250613060466;0;0,0605427294784897;0,0294131038869738;0,108281103509745;0,0286286130744699;0,0196731326034963;0,021338508312018;0,0334000485868815;0,0178530769305305;0;0,0452658117835002;0;0;0;0;0;0;0;0,114016344446039;0;0,0939863797443649;0;0;0,0327113138211818;0,0294131038869738;0;0,111696441632258;0;0,0477143551241165;0,0360235481372792;0,0384685429304477;0,0218654644092268;0;0,0369593805541459;0,0541930899057646
"H1A18";0,0443357506394147;0;0,43969116756031;0,0380175925294535;0,0784674268457523;0;0,344976922008569;0,0752709929494981;0,029935082292789;0,0318077999744543;0,0356636630301389;0;0;0,044008545055769;0,0532246295412349;0,05914149446032;0,0737188470129974;0;0;0,0744989623569654;0,0489822415501887;0,165103186720101;0;0,426678674842101;0,0459368318338773;0,0161294984891782;0,0468712359495464;0,0142248805915192;0,115688477319357;0,0985528636644464;0,0412976762451347;0,0518490834598659;0,00931237029462068;0,509237101804449;0,0550927256327428;0;0;0;0;0;0,035256064923536;0;0;0,029935082292789;0,0252180179705632;0,0926569145283245;0;0;0;0,0471785916096778;0,0340039684946985;0,0534954945452083;0,0360666550647826;0;0;0,0383958863495853;0,0515695715397504;0;0,0558742217677241;0;0,00931237029462068;0,0402340381113284;0,109922791890078;0;0;0,0651865920623448;0,0909248568584378;0;0;0;0,00537649949639272;0;0,0744989623569654;0,0777271515524314;0,0976689636243505;0,0246382159161116;0,0405916810390816;0,0584037338403627;0;0,0456211110353442;0;0,0402340381113284;0;0;0;0,0161294984891782;0;0,0221678753197074;0;0,137810495501632;0;0,0946630419897886;0;0;0,0868600076206514;0;0;0,1286995180111;0;0;0,0576565337667102;0,0453031900120124;0;0;0,0489822415501887;0
"H2A17";0,00855091353754782;0,0308307572116879;0,455732406647542;0;0,0487477073882978;0;0,361724867687424;0,0171018270750956;0,0314180625024738;0;0,121981711307339;0,0218006374935005;0;0,0283601718188167;0,116147723048113;0;0,052363437504123;0,0104726875008246;0;0,0148106166981614;0,0414520913184792;0,09308328257912;0;0,448250599724694;0,123766904410778;0,0120928178954798;0,0308307572116879;0;0,078370417093671;0,0969313092812147;0;0,0976827260247365;0,0120928178954798;0,521079789725046;0;0,00855091353754782;0;0,0342036541501913;0,00855091353754782;0;0,143084150944307;0;0;0;0;0,0619572547983485;0;0;0;0,0969313092812147;0;0;0,0352563197108336;0;0,0308307572116879;0;0;0;0;0;0,0148106166981614;0,0387159076827043;0,115674614266792;0,00604640894773992;0,0494919902402573;0,0200536698087009;0,0540807257076377;0;0;0;0,00604640894773992;0;0,0448413688905904;0,0401073396174018;0,0705126394216673;0;0;0,0148106166981614;0;0,0148106166981614;0;0;0;0;0;0;0;0;0,0120928178954798;0,0820174813929867;0;0,101356283410995;0;0;0,0436012749870011;0;0,0436012749870011;0,0835630341849318;0,0387159076827043;0;0;0,0352563197108336;0;0;0,0414520913184792;0
"H2F18";0,0136500487478236;0;0,446892077516192;0,0277833225764792;0,0437775477661017;0;0,338195526925049;0,00893605451810557;0,0247428145668109;0;0,0389513585983922;0,0425441291830719;0,0163149287822079;0,0382618995402325;0,136889933312364;0,028258285572652;0,0758249369616616;0;0,0296375399427163;0,0136500487478236;0,0470028539526983;0,121543481992465;0;0,427998765633936;0;0,0206369339260857;0,043165244215452;0,0136500487478236;0,134832794044363;0,0925791348934858;0,0273000974956473;0,117422159239767;0,0154777004445643;0,516645135941285;0,059050126209074;0;0;0;0;0,0567515682967357;0;0,0455651163623493;0;0,0422301460787085;0,0396288243188496;0,111611285158296;0;0,00893605451810557;0,031803651118077;0,118774474370259;0;0,0455651163623493;0;0;0;0,0464331013336928;0;0;0;0;0,0186018808597161;0,0437775477661017;0,110893520252472;0,0115363967764748;0;0,0154777004445643;0,0935800194937156;0;0;0;0,0199816253531282;0;0,0752965337508268;0,0357442180724223;0,110171079205408;0,0252749789872205;0;0,0186018808597161;0;0,0186018808597161;0;0,0481221263055374;0;0,0322194027653713;0,0300832422450267;0,0115363967764748;0;0,0136500487478236;0;0,113737405442492;0;0,100174194152252;0;0;0,0300832422450267;0;0;0,108956366459771;0;0,0399632507062564;0,0326298575644159;0,0458562702280864;0;0;0,0478447630368178;0,0627647842129171
"H2A18";0,0550732272333947;0;0,436366278794584;0,0334997363037892;0,0790449513712059;0;0,335540162253775;0,0784672704160103;0,0365314461454306;0;0,0460775677584091;0,0301648488703381;0,0348313672307081;0,0504754465125069;0,0577612880196697;0,0460775677584091;0,0694446971990143;0;0,0393301510616165;0,0761127143359843;0,0644615597881756;0,157513281115058;0;0,422810332767178;0,03611393019179;0,0145710063157312;0,0504754465125069;0,0213297691896834;0,112732084605962;0,0889735215337795;0,0381558510820102;0,0412130294982622;0,0077885304877122;0,502435681045953;0,053678741974883;0,0145710063157312;0;0;0,0123147479834163;0;0,038942652438561;0,0291420126314624;0,00550732272333946;0;0;0,0923195515895856;0;0;0,0174156836153541;0,0489501550839411;0,0381558510820102;0,0444014552986243;0,0356915305124125;0;0,0286168883115076;0,053678741974883;0,0603296977406762;0;0,0569681892195478;0;0,0134901305210167;0,0507750066884875;0,104928590475528;0;0;0,0755126047283108;0,0863789817052549;0;0;0;0,00953896277050255;0;0,0829761834048515;0,0844256586652875;0,0931372783776572;0,0198569344695284;0,0450793793190828;0,0618195442473933;0;0,0569681892195478;0,0213297691896834;0,0473757814167411;0,0460775677584091;0,0450793793190828;0;0,0182657230727153;0;0,0145710063157312;0,0123147479834163;0,137903185039505;0;0,0939478879033066;0;0;0,0964960895516313;0;0;0,135238137957248;0,0330439363400368;0;0,0590594565805197;0,0531106969719664;0;0;0,0663169474490241;0
